//====================================================================================================================================
//Skill File [Season 6]
//DaRKav Revision [October 22,2010]
//====================================================================================================================================
//ID		=	Id number of the skill
//Name		=	Name of the skill
//rLevel	=	Required Level to use the skill
//Damage	=	Maximum damage caused by skill
//Mana		=	Mana usage when skill used
//BP		=	Agility Gauge Usage (Requirement)
//Dist		=	Distance of the skill
//Delay		=	[NOT USED ON SERVER] Delay between skill hits
//rEnergy	=	Required Energy on character
//rLeader	=	Required Command on character
//Resist	=	Add extra damage: ICE 0, POISON 1, LIGHTNING 2, FIRE 3, EARTH 4, WIND 5, WATER 6, NONE -1
//Type		=	Attack Type (True = Magic Dmg Send, False = regular DMG send) 
//UseType	=	Do not check skill usage status: 0, 4(Masters)
//Brand		=	[NOT USED ON SERVER] Brand of the skill 
//Count		=	Any number above 0 means the skill is passive (no dmg caused)
//Status1	=	1 = do not check skill status if user is Guild Master
//Status2	=	1 = do not check skill status if user is Guild Assistant
//Status3	=	1 = do not check skill status if user is Guild Battle Master
//====================================================================================================================================
//ID	Name				rLevel	Damage	Mana	BP	Dist	Delay	rEnergy	rLeader	Resist	Type	UseType	Brand	Count	Status1	Status2	Status3	DWSM	DKBK	EME	MG	DL	SUM	RF
307	"Advanced Attack Success Rate"	3	4000	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
308	"Advanced Attack Success Rate"	4	6500	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
309	"Advanced Attack Success Rate"	5	10000	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
310	"Advanced Defense Success Rate"	1	600	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
311	"Advanced Defense Success Rate"	2	1300	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
312	"Advanced Defense Success Rate"	3	2100	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
313	"Advanced Defense Success Rate"	4	3000	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
314	"Advanced Defense Success Rate"	5	4000	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
315	"Repair Level 1"		1	20	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
316	"Repair Level 1"		2	40	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
317	"Repair Level 1"		3	60	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
318	"Repair Level 1"		4	80	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
319	"Repair Level 1"		5	100	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
320	"Repair Level 2"		1	20	0	0	0	0	0	0	-1	-1	3	63	0	0	0	0	3	3	3	3	3	3	3
321	"Repair Level 2"		2	40	0	0	0	0	0	0	-1	-1	3	64	0	0	0	0	3	3	3	3	3	3	3
322	"Repair Level 2"		3	60	0	0	0	0	0	0	-1	-1	3	65	0	0	0	0	3	3	3	3	3	3	3
323	"Repair Level 2"		4	80	0	0	0	0	0	0	-1	-1	3	66	0	0	0	0	3	3	3	3	3	3	3
324	"Repair Level 2"		5	100	0	0	0	0	0	0	-1	-1	3	67	0	0	0	0	3	3	3	3	3	3	3
325	"Poison Resistance"		1	1	0	0	0	0	0	0	1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
326	"Poison Resistance"		2	2	0	0	0	0	0	0	1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
327	"Poison Resistance"		3	3	0	0	0	0	0	0	1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
328	"Poison Resistance"		4	4	0	0	0	0	0	0	1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
329	"Poison Resistance"		5	5	0	0	0	0	0	0	1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
330	"Lightning Resistance"		1	1	0	0	0	0	0	0	2	-1	3	73	0	0	0	0	3	3	3	3	3	3	3
331	"Lightning Resistance"		2	2	0	0	0	0	0	0	2	-1	3	74	0	0	0	0	3	3	3	3	3	3	3
332	"Lightning Resistance"		3	3	0	0	0	0	0	0	2	-1	3	75	0	0	0	0	3	3	3	3	3	3	3
333	"Lightning Resistance"		4	4	0	0	0	0	0	0	2	-1	3	76	0	0	0	0	3	3	3	3	3	3	3
334	"Lightning Resistance"		5	5	0	0	0	0	0	0	2	-1	3	77	0	0	0	0	3	3	3	3	3	3	3
335	"Ice Resistance"		1	1	0	0	0	0	0	0	0	-1	3	78	0	0	0	0	3	3	3	3	3	3	3
336	"Ice Resistance"		2	2	0	0	0	0	0	0	0	-1	3	79	0	0	0	0	3	3	3	3	3	3	3
337	"Ice Resistance"		3	3	0	0	0	0	0	0	0	-1	3	80	0	0	0	0	3	3	3	3	3	3	3
338	"Ice Resistance"		4	4	0	0	0	0	0	0	0	-1	3	81	0	0	0	0	3	3	3	3	3	3	3
339	"Ice Resistance"		5	5	0	0	0	0	0	0	0	-1	3	82	0	0	0	0	3	3	3	3	3	3	3
340	"Increase Auto-Regeneration"	1	1	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
341	"Increase Auto-Regeneration"	2	2	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
342	"Increase Auto-Regeneration"	3	3	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
343	"Increase Auto-Regeneration"	4	4	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
344	"Increase Auto-Regeneration"	5	5	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
345	"Increase Zen"			1	40	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
346	"Increase Zen"			2	80	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
347	"Increase Zen"			3	120	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
348	"Increase Zen"			4	160	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
349	"Increase Zen"			5	200	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
350	"Increase defense"		1	50	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
351	"Increase defense"		2	100	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
352	"Increase defense"		3	150	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
353	"Increase defense"		4	200	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
354	"Increase defense"		5	250	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
355	"Increase max HP"		1	50	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
356	"Increase max HP"		2	100	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
357	"Increase max HP"		3	150	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
358	"Increase max HP"		4	200	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
359	"Increase max HP"		5	300	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
360	"Increase max AG"		1	60	0	0	0	0	0	0	-1	-1	3	103	0	0	0	0	3	3	3	3	3	3	3
361	"Increase max AG"		2	120	0	0	0	0	0	0	-1	-1	3	104	0	0	0	0	3	3	3	3	3	3	3
362	"Increase max AG"		3	180	0	0	0	0	0	0	-1	-1	3	105	0	0	0	0	3	3	3	3	3	3	3
363	"Increase max AG"		4	240	0	0	0	0	0	0	-1	-1	3	106	0	0	0	0	3	3	3	3	3	3	3
364	"Increase max AG"		5	300	0	0	0	0	0	0	-1	-1	3	107	0	0	0	0	3	3	3	3	3	3	3
365	"Increase recover Mana"		1	40	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
366	"Increase recover Mana"		2	20	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
367	"Increase recover Mana"		3	14	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
368	"Increase recover Mana"		4	10	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
369	"Increase recover Mana"		5	8	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
370	"Increase recover Life"		1	40	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
371	"Increase recover Life"		2	20	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
372	"Increase recover Life"		3	14	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
373	"Increase recover Life"		4	10	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
374	"Increase recover Life"		5	8	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
375	"Increase recover SD"		1	7	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
376	"Increase recover SD"		2	6	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
377	"Increase recover SD"		3	5	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
378	"Increase recover SD"		4	4	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
379	"Increase recover SD"		5	3	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
380	"Increase Experience"		1	8	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
381	"Increase Experience"		2	16	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
382	"Increase Experience"		3	24	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
383	"Increase Experience"		4	32	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
384	"Increase Experience"		5	40	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
385	"Increase max SD"		1	300	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
386	"Increase max SD"		2	450	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
387	"Increase max SD"		3	600	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
388	"Increase max SD"		4	750	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
389	"Increase max SD"		5	900	0	0	0	0	0	0	-1	-1	3	0	0	0	0	0	3	3	3	3	3	3	3
390	"Increase SD recovery rate"	1	10	0	0	0	0	0	0	-1	-1	3	133	0	0	0	0	3	3	3	3	3	3	3
391	"Increase SD recovery rate"	2	20	0	0	0	0	0	0	-1	-1	3	134	0	0	0	0	3	3	3	3	3	3	3
392	"Increase SD recovery rate"	3	30	0	0	0	0	0	0	-1	-1	3	135	0	0	0	0	3	3	3	3	3	3	3
393	"Increase SD recovery rate"	4	40	0	0	0	0	0	0	-1	-1	3	136	0	0	0	0	3	3	3	3	3	3	3
394	"Increase SD recovery rate"	5	50	0	0	0	0	0	0	-1	-1	3	137	0	0	0	0	3	3	3	3	3	3	3
