0 //Sunday

//Stage		Trap		Monster		X	Y	Count	Dir
1		0		520		185	25	3	3
1		0		521		177	24	4	3
//Traps
0		1		523		232	61	5	3
0		1		523		225	66	5	3
0		1		523		219	68	5	3
0		1		523		220	75	5	3
0		1		523		220	83	5	3
1		1		523		160	25	5	3
1		1		523		155	27	5	3
1		1		523		155	32	5	3
1		1		523		155	37	5	3
1		1		523		155	44	5	3
1		1		523		155	50	5	3
//Gates
0		2		524		234 	29	1	1
0		2		524		233 	55	1	1
0		2		524		215 	80	1	3
1		2		525		194 	25	1	3
1		2		525		166 	25	1	3
1		2		525		154 	53	1	1
2		2		525		180	79	1	1
//Boss
2		0		511		182	92	1	3
end

5 //Friday

//Stage		Trap		Monster		X	Y	Count	Dir
//Gates
0		2		524		50	65	1	3
0		2		525		75	67	1	3
0		2		527		19	65	1	3
1		2		527		37	93	1	1
1		2		524		41	117	1	1
1		2		527		55	154	1	1
2		2		525		107	112	1	3
//Monsters
0		0		518		55	64	4	3
0		0		518		59	68	5	3
0		0		520		59	72	4	3
0		0		514		58	60	4	3
0		0		521		60      57	4	3
0		0		514		68	67	4	3
0		0		513		69	60	3	3
0		0		512		69	70	3	3
0		0		519		70	68	2	3
0		0		515		66	59	2	3
0		0		516		70	65	2	1
0		0		517		67	58	2	1
1		0		519		36	97	4	3
1		0		518		45	97	5	3
1		0		517		39	103	4	3
1		0		516		33	104	4	3
1		0		518		43      105	4	3
1		0		518		45	111	4	3
1		0		517		40	112	3	3
1		0		518		31	112	3	3
1		0		519		30	100	2	3
1		0		520		46	100	2	3
1		0		520		42	107	2	3
1		0		521		35	100	2	3
//Traps		
0		1		523		45	65	1	2
0		1		523		40	65	1	2
0		1		523		35	65	1	2
0		1		523		30	65	1	2
1		1		523		41	120	1	2
1		1		523		41	124	1	2
1		1		523	        45	128	1	4
1		1		523		49	128	1	4
1		1		523		54	129	1	6
1		1		523		54	134	1	6
//Boos
2		0		507		95	109	1	4
end

6 //Saturday

//Stage		Trap		Monster		X	Y	Count	Dir
0		0		516		142	191	5	3
0		0		520		142	196	2	3
0		0		521		141	186	3	3
0		0		516		136	182	4	3
0		0		516		135	188	3	3
0		0		517		138	200	2	3
0		0		517		131	199	3	3
0		0		518		129	195	4	3
0		0		518		128	185	3	3
0		0		526		126	192	4	3
0		0		526		132	191	2	3
1		0		518		222	139	5	3
1		0		519		228	138	3	3
1		0		520		230     142	4	3
1		0		521		217	138	3	3
1		0		521		216	142	2	3
1		0		519		223	146	5	3
1		0		519		228	147	4	3
1		0		520		217	147	3	3
1		0		520		223	153	2	3
1		0		521		229	154	3	3
1		0		521		216	154	3	3
//Traps
0		1		523		113	194	1	3
0		1		523		112	119	1	3
0		1		523		108	203	1	3
0		1		523		98	204	1	3
0		1		523		93	203	1	3
0		1		523		93	198	1	3
0		1		523		94	194	1	3
0		1		523		93	190	1	3
0		1		523		97	187	1	3
0		1		523		109	87	1	3
0		1		523		114	89	1	3
1		1		523		223	165	1	3
1		1		523		222	169	1	3
1		1		523		223	174	1	3
1		1		523		223	190	1	3
//Gates
0		2		525		146 	191	1	3
0		2		527		119 	192	1	3
0		2		525		89 	195	1	3
1		2		528		222 	134	1	1
1		2		528		222 	160	1	1
1		2		527		223	193	1	1
2		2		525		167	217	1	1
//Boss
2		0		506		168	228	1	6
end
